Test Article: Pier foundation
Mech. Interface: Al plate/ stud
Accelerometers: <e.g. BK 8340 S/N51828> | 
Acc. Location: <description>
Axis Convention: Z(Ch.0) vertical
Mechanical units (m.u.): m/s^2
Test Conditions: Ambient and various
Test Location: Subaru telescope, Mauna Kea, Hawaii
Test Engineer(s): PWGB, HT, DMM, PS, Daigo
Time zone: Hawaii

mV/m.u.	1037.000

Accel. (rms) [m/s^2]	0.004394


Hanning
RMS averaging	Averages	3
Linear
Accel. [m/s^2]
2014-05-15 11:13:205.00000000E-1	1.09256347E-10
1.00000000E+0	4.99057250E-11
1.50000000E+0	3.35542926E-11
2.00000000E+0	1.91823265E-11
2.50000000E+0	6.37503067E-12
3.00000000E+0	8.27196938E-12
3.50000000E+0	1.09064952E-11
4.00000000E+0	2.92970290E-11
4.50000000E+0	5.87525194E-11
5.00000000E+0	1.01039412E-10
5.50000000E+0	8.29747932E-11
6.00000000E+0	7.95356985E-11
6.50000000E+0	8.26540188E-11
7.00000000E+0	9.04524239E-11
7.50000000E+0	1.29705980E-10
8.00000000E+0	3.24626381E-10
8.50000000E+0	3.96723379E-10
9.00000000E+0	3.04171796E-10
9.50000000E+0	2.77282897E-10
1.00000000E+1	2.34995603E-10
1.05000000E+1	1.52832916E-10
1.10000000E+1	1.21718735E-10
1.15000000E+1	2.90002029E-10
1.20000000E+1	2.96436010E-10
1.25000000E+1	1.52756590E-10
1.30000000E+1	6.08483399E-11
1.35000000E+1	9.63978420E-11
1.40000000E+1	1.80536408E-10
1.45000000E+1	2.52324658E-10
1.50000000E+1	2.84598448E-10
1.55000000E+1	3.59388526E-10
1.60000000E+1	3.33704380E-10
1.65000000E+1	2.69431943E-10
1.70000000E+1	1.16368413E-10
1.75000000E+1	6.13428211E-11
1.80000000E+1	1.48623553E-10
1.85000000E+1	1.50006008E-10
1.90000000E+1	1.12512866E-10
1.95000000E+1	6.20793042E-11
2.00000000E+1	7.94373914E-11
2.05000000E+1	3.01593599E-10
2.10000000E+1	2.49100431E-10
2.15000000E+1	1.28720585E-10
2.20000000E+1	1.57694471E-10
2.25000000E+1	1.75868891E-10
2.30000000E+1	1.82211787E-10
2.35000000E+1	6.28803648E-11
