Test Article: Telescope foundation
Mech. Interface: placed
Hammer: B&K 8207/51475 | Tip: orange | Mass: NO
Impact Direction:  Z
Accelerometers:  Ch8: PCB 393B31 SN35215 | Ch1: BK 8340 S/N 51828 | PCB 393B31 SN 32003 | PCB 393B31 SN 32001 | PCB 393B31 SN 32900 | Ch 5-7 PCB 111755 X,Y,Z
Acc. Location: Ch8/Ch1 co-located on floor near test article | Ch2,3,4 col-located enclosure foundation
Axis Convention:(Ch.8) X (horizontal) | (Ch.1) Z (vertical) | (Ch.2) horizontal | Ch 3. hourizontal | Ch 4 vertical | ch. 7 vertical
Mechanical units (m.u.): m/s^2
Test Conditions: Pier floor forced excitation
Test Location: Subaru telescope, Mauna Kea, Hawaii
Test Engineer(s): PWGB, HT, DMM, PS, Daigo, Hiroshi
Time zone: Hawaii
waveform	[0]	[1]	[2]	[3]	[4]	[5]
t0	5/16/2014  15:27:19.609475	5/16/2014  15:27:19.609475	5/16/2014  15:27:19.609475	5/16/2014  15:27:19.609475	5/16/2014  15:27:19.609475	5/16/2014  15:27:19.609475
delta t	1.000000E-4	1.000000E-4	1.000000E-4	1.000000E-4	1.000000E-4	1.000000E-4

time	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	Y[5]
5/16/2014  15:27:19.609475	-7.169843E-4	-3.468394E-4	3.617823E-3	5.482256E-3	6.465197E-3	-6.443262E-5
5/16/2014  15:27:19.609575	-6.964207E-4	-8.993149E-4	2.260625E-3	5.432904E-3	4.263520E-3	1.741052E-4
5/16/2014  15:27:19.609675	-7.402897E-4	-1.510739E-3	4.565120E-4	4.458189E-3	2.072811E-3	4.304647E-4
5/16/2014  15:27:19.609775	-6.936789E-4	-1.875401E-3	-1.365423E-3	2.752781E-3	3.303885E-4	7.430315E-4
5/16/2014  15:27:19.609875	-7.718205E-4	-2.506018E-3	-2.832294E-3	8.883476E-4	-7.526278E-4	1.062453E-3
5/16/2014  15:27:19.609975	-7.101297E-4	-2.765119E-3	-3.861845E-3	-4.907846E-4	-1.510739E-3	1.357198E-3
5/16/2014  15:27:19.610075	-8.102059E-4	-3.017366E-3	-4.088044E-3	-1.137853E-3	-2.193451E-3	1.576543E-3
5/16/2014  15:27:19.610175	-6.785989E-4	-3.105104E-3	-3.425896E-3	-7.649660E-4	-2.788424E-3	1.698554E-3
5/16/2014  15:27:19.610275	-8.403659E-4	-3.236711E-3	-2.201676E-3	6.429553E-4	-3.276467E-3	1.701295E-3
5/16/2014  15:27:19.610375	-6.703734E-4	-2.976239E-3	-8.773804E-4	2.563596E-3	-3.785074E-3	1.551867E-3
5/16/2014  15:27:19.610475	-9.226203E-4	-2.862453E-3	4.044175E-4	4.249811E-3	-4.289567E-3	1.251638E-3
5/16/2014  15:27:19.610575	-6.182790E-4	-2.355218E-3	1.369536E-3	5.421937E-3	-4.530847E-3	8.869767E-4
5/16/2014  15:27:19.610675	-1.002133E-3	-1.935720E-3	1.753390E-3	5.579591E-3	-4.292309E-3	4.976392E-4
5/16/2014  15:27:19.610775	-5.469918E-4	-1.362681E-3	1.857579E-3	4.242957E-3	-3.425896E-3	1.370907E-4
5/16/2014  15:27:19.610875	-1.096725E-3	-8.129478E-4	2.033055E-3	1.824677E-3	-2.012491E-3	-1.096725E-4
5/16/2014  15:27:19.610975	-4.496574E-4	-6.031990E-5	2.396345E-3	-8.472204E-4	-1.316071E-4	-2.440214E-4
5/16/2014  15:27:19.611075	-1.248896E-3	4.140139E-4	2.936482E-3	-3.376544E-3	2.260625E-3	-3.262758E-4
5/16/2014  15:27:19.611175	-2.330542E-4	1.299620E-3	3.820717E-3	-5.358875E-3	4.896879E-3	-3.811121E-4
5/16/2014  15:27:19.611275	-1.418889E-3	1.839757E-3	4.966795E-3	-5.860627E-3	7.182181E-3	-4.770756E-4
5/16/2014  15:27:19.611375	-3.934503E-4	2.718508E-3	5.778372E-3	-4.702210E-3	8.962989E-3	-6.402135E-4
5/16/2014  15:27:19.611475	5.888045E-3	3.080428E-3	5.886674E-3	-2.593756E-3	1.011044E-2	-8.472204E-4
5/16/2014  15:27:19.611575	1.440480E-1	3.705561E-3	5.447984E-3	4.249811E-5	1.045591E-2	-1.084387E-3
5/16/2014  15:27:19.611675	2.845660E-1	3.950953E-3	4.455447E-3	3.155828E-3	9.545624E-3	-1.307845E-3
5/16/2014  15:27:19.611775	3.911828E-1	4.115462E-3	2.862453E-3	5.851030E-3	7.454991E-3	-1.449049E-3
5/16/2014  15:27:19.611875	4.764779E-1	5.731761E-3	8.883476E-4	7.206857E-3	4.576087E-3	-1.591623E-3
5/16/2014  15:27:19.611975	5.247173E-1	1.236284E-2	-7.649660E-4	7.485151E-3	1.287282E-3	-1.669765E-3
5/16/2014  15:27:19.612075	5.470001E-1	5.171061E-2	-1.835644E-3	6.864130E-3	-2.135873E-3	-2.068698E-3
5/16/2014  15:27:19.612175	5.405554E-1	3.369278E-2	-2.484083E-3	5.187511E-3	-5.343795E-3	-1.296878E-3
5/16/2014  15:27:19.612275	5.164645E-1	-4.867131E-2	-2.564967E-3	2.895355E-3	-7.697642E-3	6.618738E-3
5/16/2014  15:27:19.612375	4.751028E-1	-1.824088E-1	-1.963139E-3	8.938313E-4	-8.629858E-3	3.064936E-2
5/16/2014  15:27:19.612475	4.249866E-1	-3.257247E-1	-8.965731E-4	-4.482865E-4	-8.136332E-3	6.810939E-2
5/16/2014  15:27:19.612575	3.668067E-1	-4.587123E-1	1.041889E-4	-1.335263E-3	-6.568015E-3	1.128750E-1
5/16/2014  15:27:19.612675	3.080812E-1	-5.359080E-1	1.035035E-3	-1.332521E-3	-4.178524E-3	1.727466E-1
5/16/2014  15:27:19.612775	2.499177E-1	-5.870484E-1	2.094746E-3	-3.523231E-4	-1.263976E-3	2.350886E-1
5/16/2014  15:27:19.612875	1.979864E-1	-5.697571E-1	3.287435E-3	1.041889E-3	1.487434E-3	2.667168E-1
5/16/2014  15:27:19.612975	1.517059E-1	-5.128096E-1	4.299164E-3	2.275705E-3	3.366947E-3	2.637515E-1
5/16/2014  15:27:19.613075	1.132890E-1	-4.227287E-1	5.149126E-3	3.292918E-3	4.242957E-3	2.370449E-1
5/16/2014  15:27:19.613175	8.115631E-2	-2.409136E-1	6.101906E-3	3.727496E-3	4.366338E-3	1.755323E-1
5/16/2014  15:27:19.613275	5.617428E-2	-4.012370E-2	6.932676E-3	3.011882E-3	3.890634E-3	6.949812E-2
5/16/2014  15:27:19.613375	3.616863E-2	2.093101E-1	7.247984E-3	1.560092E-3	3.000915E-3	-5.721205E-2
5/16/2014  15:27:19.613475	2.214426E-2	5.058660E-1	6.923079E-3	-8.088350E-5	2.163291E-3	-1.800645E-1
5/16/2014  15:27:19.613575	1.139772E-2	7.588339E-1	6.186903E-3	-1.673877E-3	1.974106E-3	-2.938744E-1
5/16/2014  15:27:19.613675	5.147755E-3	9.826208E-1	5.106628E-3	-3.120184E-3	2.488196E-3	-3.821567E-1
5/16/2014  15:27:19.613775	8.348823E-4	1.138829E+0	3.572583E-3	-3.732979E-3	3.170907E-3	-4.307828E-1
5/16/2014  15:27:19.613875	5.977154E-4	1.201725E+0	2.012491E-3	-3.195584E-3	3.761768E-3	-4.387766E-1
5/16/2014  15:27:19.613975	-3.759027E-3	1.216101E+0	8.581877E-4	-1.728714E-3	4.123688E-3	-4.170052E-1
5/16/2014  15:27:19.614075	-4.881799E-3	1.160891E+0	2.741814E-4	3.961921E-4	3.816605E-3	-3.804212E-1
5/16/2014  15:27:19.614175	-3.863215E-3	1.032449E+0	6.031990E-5	2.884388E-3	2.382636E-3	-3.254313E-1
5/16/2014  15:27:19.614275	-4.735112E-3	8.624800E-1	3.249049E-4	5.295813E-3	-3.015995E-5	-2.592124E-1
5/16/2014  15:27:19.614375	-3.887892E-3	6.414075E-1	1.006246E-3	7.023156E-3	-2.828181E-3	-1.950540E-1
5/16/2014  15:27:19.614475	-4.108608E-3	3.863997E-1	1.725972E-3	7.810056E-3	-5.453467E-3	-1.271530E-1
5/16/2014  15:27:19.614575	-3.660321E-3	9.866554E-2	2.325058E-3	7.427573E-3	-7.328868E-3	-5.291152E-2
5/16/2014  15:27:19.614675	-3.711045E-3	-1.950677E-1	2.708912E-3	5.883932E-3	-8.095205E-3	2.658325E-2
5/16/2014  15:27:19.614775	-3.767252E-3	-4.709764E-1	2.913177E-3	3.624678E-3	-7.239759E-3	1.068005E-1
5/16/2014  15:27:19.614875	-4.188120E-3	-7.074811E-1	2.910435E-3	9.980202E-4	-4.865348E-3	1.804854E-1
5/16/2014  15:27:19.614975	-3.816605E-3	-9.063874E-1	2.995431E-3	-1.392841E-3	-1.428485E-3	2.437171E-1
5/16/2014  15:27:19.615075	-4.212797E-3	-1.050368E+0	3.260016E-3	-2.969384E-3	2.308607E-3	2.886019E-1
5/16/2014  15:27:19.615175	-4.288197E-3	-1.142533E+0	3.650725E-3	-3.427267E-3	5.775630E-3	3.127107E-1
5/16/2014  15:27:19.615275	-4.099011E-3	-1.177580E+0	4.090786E-3	-2.898097E-3	8.411884E-3	3.196790E-1
5/16/2014  15:27:19.615375	-4.015386E-3	-1.172724E+0	4.624069E-3	-1.512110E-3	9.608686E-3	3.108243E-1
5/16/2014  15:27:19.615475	-4.204571E-3	-1.097957E+0	5.017519E-3	3.427267E-4	9.097338E-3	2.906898E-1
5/16/2014  15:27:19.615575	-3.998935E-3	-9.742843E-1	4.800916E-3	1.747906E-3	7.165730E-3	2.594085E-1
5/16/2014  15:27:19.615675	-4.096270E-3	-8.155621E-1	3.979743E-3	2.148211E-3	4.414320E-3	2.180386E-1
5/16/2014  15:27:19.615775	-4.279971E-3	-6.189535E-1	2.700686E-3	1.651943E-3	1.217365E-3	1.689519E-1
5/16/2014  15:27:19.615875	-4.207313E-3	-3.965293E-1	1.202285E-3	4.153848E-4	-2.027571E-3	1.102566E-1
5/16/2014  15:27:19.615975	-4.157960E-3	-1.690890E-1	-4.441738E-4	-1.180351E-3	-4.629552E-3	4.616117E-2
5/16/2014  15:27:19.616075	-4.201829E-3	6.358129E-2	-1.721859E-3	-2.338767E-3	-6.126583E-3	-1.991379E-2
5/16/2014  15:27:19.616175	-3.983855E-3	2.843370E-1	-2.301753E-3	-2.340138E-3	-6.568015E-3	-8.436286E-2
5/16/2014  15:27:19.616275	-3.859103E-3	4.824674E-1	-2.338767E-3	-1.154304E-3	-6.155372E-3	-1.405495E-1
5/16/2014  15:27:19.616375	-3.812492E-3	6.572429E-1	-1.961768E-3	1.070678E-3	-5.191624E-3	-1.882845E-1
5/16/2014  15:27:19.616475	-3.709674E-3	7.858806E-1	-1.265347E-3	4.185379E-3	-3.661692E-3	-2.232289E-1
5/16/2014  15:27:19.616575	-3.591776E-3	8.809927E-1	-4.880428E-4	7.263064E-3	-1.898706E-3	-2.415456E-1
5/16/2014  15:27:19.616675	-3.569841E-3	9.377400E-1	-1.754761E-4	9.164512E-3	-2.453923E-4	-2.460654E-1
5/16/2014  15:27:19.616775	-3.431380E-3	9.392741E-1	-3.043413E-4	9.546995E-3	1.122773E-3	-2.351105E-1
5/16/2014  15:27:19.616875	-3.294289E-3	8.939382E-1	-8.938313E-4	8.428335E-3	2.403200E-3	-2.089180E-1
5/16/2014  15:27:19.616975	-3.183246E-3	8.100867E-1	-1.813710E-3	5.804420E-3	3.637016E-3	-1.684077E-1
5/16/2014  15:27:19.617075	-3.015995E-3	6.802577E-1	-2.895355E-3	2.171516E-3	4.537702E-3	-1.114575E-1
5/16/2014  15:27:19.617175	-2.887130E-3	5.243664E-1	-3.802896E-3	-1.368165E-3	5.138159E-3	-4.372782E-2
5/16/2014  15:27:19.617275	-2.835035E-3	3.619372E-1	-4.242957E-3	-4.020870E-3	5.611122E-3	2.788287E-2
5/16/2014  15:27:19.617375	-2.758265E-3	1.933719E-1	-4.048288E-3	-5.571365E-3	5.918205E-3	9.593195E-2
5/16/2014  15:27:19.617475	-2.718508E-3	3.261387E-2	-3.114700E-3	-5.597413E-3	5.759180E-3	1.510205E-1
5/16/2014  15:27:19.617575	-2.730846E-3	-1.256751E-1	-1.658797E-3	-4.018128E-3	5.079210E-3	1.887999E-1
5/16/2014  15:27:19.617675	-2.730846E-3	-2.767943E-1	7.677078E-5	-1.518965E-3	4.045546E-3	2.054701E-1
5/16/2014  15:27:19.617775	-2.692461E-3	-3.943345E-1	1.664281E-3	9.637475E-4	2.825439E-3	1.990790E-1
5/16/2014  15:27:19.617875	-2.697945E-3	-5.013105E-1	2.677381E-3	3.018737E-3	1.183093E-3	1.726671E-1
5/16/2014  15:27:19.617975	-2.660930E-3	-5.852237E-1	2.896726E-3	4.354000E-3	-9.143949E-4	1.328710E-1
5/16/2014  15:27:19.618075	-2.685606E-3	-6.371605E-1	2.301753E-3	4.443109E-3	-3.113329E-3	8.942699E-2
5/16/2014  15:27:19.618175	-2.740443E-3	-6.662333E-1	9.541512E-4	3.295660E-3	-5.020261E-3	4.548258E-2
5/16/2014  15:27:19.618275	-2.839148E-3	-6.613981E-1	-7.978678E-4	1.576543E-3	-6.554306E-3	3.457427E-3
5/16/2014  15:27:19.618375	-2.869308E-3	-6.376019E-1	-2.425134E-3	-1.535416E-4	-7.693529E-3	-2.970481E-2
5/16/2014  15:27:19.618475	-3.118813E-3	-5.891294E-1	-3.626049E-3	-1.521707E-3	-8.052707E-3	-5.570680E-2
5/16/2014  15:27:19.618575	-3.233969E-3	-5.180849E-1	-4.299164E-3	-2.011120E-3	-7.241130E-3	-7.654458E-2
5/16/2014  15:27:19.618675	-3.194213E-3	-4.344130E-1	-4.338920E-3	-1.379132E-3	-5.389035E-3	-8.752006E-2
5/16/2014  15:27:19.618775	-3.306627E-3	-3.411844E-1	-3.827572E-3	3.838539E-5	-2.828181E-3	-8.674413E-2
5/16/2014  15:27:19.618875	-3.395736E-3	-2.352298E-1	-3.116071E-3	1.876771E-3	1.151562E-4	-7.280064E-2
5/16/2014  15:27:19.618975	-3.305256E-3	-1.246086E-1	-2.577305E-3	3.834426E-3	3.223002E-3	-4.659849E-2
5/16/2014  15:27:19.619075	-3.277838E-3	-1.696908E-2	-2.024829E-3	5.091548E-3	5.993605E-3	-1.029414E-2
5/16/2014  15:27:19.619175	-3.329933E-3	8.780658E-2	-1.532674E-3	5.191624E-3	7.836103E-3	4.038966E-2
5/16/2014  15:27:19.619275	-3.272355E-3	1.883187E-1	-1.202285E-3	4.308760E-3	8.391321E-3	1.006438E-1
5/16/2014  15:27:19.619375	-3.312111E-3	2.770233E-1	-9.993911E-4	2.416909E-3	7.822394E-3	1.538322E-1
5/16/2014  15:27:19.619475	-3.369689E-3	3.426897E-1	-6.991625E-4	-4.332066E-4	6.440520E-3	1.939586E-1
5/16/2014  15:27:19.619575	-3.357351E-3	3.902999E-1	-2.563596E-4	-3.410816E-3	4.285455E-3	2.201142E-1
5/16/2014  15:27:19.619675	-3.321707E-3	4.269662E-1	-6.854534E-6	-5.641282E-3	1.725972E-3	2.205556E-1
5/16/2014  15:27:19.619775	-3.303885E-3	4.475874E-1	9.596348E-6	-7.045090E-3	-4.482865E-4	1.883393E-1
5/16/2014  15:27:19.619875	-3.172278E-3	4.560363E-1	-1.370907E-6	-7.420719E-3	-1.795888E-3	1.330561E-1
5/16/2014  15:27:19.619975	-3.070831E-3	4.484031E-1	3.153086E-5	-6.271899E-3	-2.503276E-3	6.433666E-2
5/16/2014  15:27:19.620075	-3.031075E-3	4.309377E-1	-5.483627E-6	-3.863215E-3	-2.830923E-3	-1.468104E-2
5/16/2014  15:27:19.620175	-2.944708E-3	4.012178E-1	3.015995E-5	-1.199543E-3	-2.708912E-3	-9.547406E-2
5/16/2014  15:27:19.620275	-2.924144E-3	3.464967E-1	3.317595E-4	1.343489E-3	-2.278447E-3	-1.633641E-1
5/16/2014  15:27:19.620375	-2.887130E-3	2.862303E-1	9.322166E-4	3.498554E-3	-2.008379E-3	-2.103122E-1
5/16/2014  15:27:19.620475	-2.792537E-3	2.201073E-1	1.539528E-3	4.577458E-3	-2.320945E-3	-2.408382E-1
5/16/2014  15:27:19.620575	-2.706170E-3	1.448569E-1	1.920640E-3	4.310131E-3	-3.018737E-3	-2.581939E-1
5/16/2014  15:27:19.620675	-2.629399E-3	6.874686E-2	2.170146E-3	3.168166E-3	-3.628790E-3	-2.569957E-1
5/16/2014  15:27:19.620775	-2.552629E-3	-7.568777E-3	2.156436E-3	1.667023E-3	-3.890634E-3	-2.386461E-1
5/16/2014  15:27:19.620875	-2.489567E-3	-8.607376E-2	1.614928E-3	-1.151562E-4	-3.796041E-3	-2.132391E-1
5/16/2014  15:27:19.620975	-2.488196E-3	-1.619164E-1	6.758571E-4	-1.621783E-3	-3.196955E-3	-1.805676E-1
5/16/2014  15:27:19.621075	-2.499163E-3	-2.340289E-1	-1.782179E-4	-2.263367E-3	-1.773953E-3	-1.337745E-1
5/16/2014  15:27:19.621175	-2.533436E-3	-2.935495E-1	-7.252097E-4	-2.057731E-3	2.549887E-4	-7.653224E-2
5/16/2014  15:27:19.621275	-2.567708E-3	-3.377298E-1	-1.010358E-3	-1.398325E-3	2.314091E-3	-1.626444E-2
5/16/2014  15:27:19.621375	-2.551258E-3	-3.617193E-1	-1.098096E-3	-3.865957E-4	3.959179E-3	4.757184E-2
5/16/2014  15:27:19.621475	-2.533436E-3	-3.670356E-1	-8.307695E-4	8.677840E-4	5.060017E-3	1.129545E-1
5/16/2014  15:27:19.621575	-2.545774E-3	-3.473151E-1	-4.153848E-4	1.694441E-3	5.293071E-3	1.686476E-1
5/16/2014  15:27:19.621675	-2.525210E-3	-3.106091E-1	-3.070831E-4	1.874030E-3	4.433513E-3	2.041335E-1
5/16/2014  15:27:19.621775	-2.552629E-3	-2.556961E-1	-6.196499E-4	1.568317E-3	2.514243E-3	2.177727E-1
5/16/2014  15:27:19.621875	-2.626657E-3	-1.894100E-1	-1.259863E-3	9.226203E-4	1.288652E-4	2.115090E-1
5/16/2014  15:27:19.621975	-2.693832E-3	-1.101167E-1	-2.015233E-3	-2.947450E-4	-2.308607E-3	1.831861E-1
5/16/2014  15:27:19.622075	-2.752781E-3	-1.945454E-2	-2.846003E-3	-1.790404E-3	-4.554152E-3	1.339445E-1
5/16/2014  15:27:19.622175	-2.825439E-3	6.953239E-2	-3.350496E-3	-2.966642E-3	-6.291091E-3	7.497352E-2
5/16/2014  15:27:19.622275	-2.887130E-3	1.557803E-1	-3.190100E-3	-3.573954E-3	-7.067025E-3	1.470298E-2
5/16/2014  15:27:19.622375	-2.896726E-3	2.367529E-1	-2.412796E-3	-3.483474E-3	-6.735265E-3	-4.401022E-2
5/16/2014  15:27:19.622475	-2.926886E-3	3.038259E-1	-1.187205E-3	-2.585530E-3	-5.524755E-3	-9.485167E-2
5/16/2014  15:27:19.622575	-2.924144E-3	3.554117E-1	2.906322E-4	-9.308457E-4	-3.834426E-3	-1.327682E-1
5/16/2014  15:27:19.622675	-2.941966E-3	3.853907E-1	1.780808E-3	1.066566E-3	-1.894593E-3	-1.600712E-1
5/16/2014  15:27:19.622775	-2.932370E-3	3.917462E-1	2.821326E-3	2.985835E-3	1.686215E-4	-1.792858E-1
5/16/2014  15:27:19.622875	-2.950191E-3	3.717762E-1	3.188729E-3	4.245698E-3	1.939833E-3	-1.914417E-1
5/16/2014  15:27:19.622975	-2.932370E-3	3.286187E-1	2.847373E-3	4.437625E-3	3.083169E-3	-1.964811E-1
5/16/2014  15:27:19.623075	-2.926886E-3	2.643972E-1	1.847982E-3	3.508151E-3	3.617823E-3	-1.929195E-1
5/16/2014  15:27:19.623175	-2.917290E-3	1.833451E-1	2.097487E-4	1.756132E-3	3.684998E-3	-1.798918E-1
5/16/2014  15:27:19.623275	-2.874792E-3	9.389889E-2	-1.660168E-3	-4.592538E-4	3.401220E-3	-1.542435E-1
5/16/2014  15:27:19.623375	-2.844632E-3	-5.997717E-3	-3.490329E-3	-2.394974E-3	2.870679E-3	-1.132849E-1
5/16/2014  15:27:19.623475	-2.802134E-3	-1.046920E-1	-5.188882E-3	-3.364205E-3	2.303123E-3	-5.864191E-2
5/16/2014  15:27:19.623575	-2.774715E-3	-1.946907E-1	-6.466568E-3	-3.213406E-3	2.044022E-3	7.034123E-3
5/16/2014  15:27:19.623675	-2.719879E-3	-2.769657E-1	-7.069767E-3	-1.968622E-3	2.063215E-3	7.717657E-2
5/16/2014  15:27:19.623775	-2.686977E-3	-3.453095E-1	-6.928563E-3	9.596348E-5	2.148211E-3	1.423097E-1
5/16/2014  15:27:19.623875	-2.647221E-3	-3.910169E-1	-6.358266E-3	2.338767E-3	2.174258E-3	1.962563E-1
5/16/2014  15:27:19.623975	-2.607465E-3	-4.174562E-1	-5.483627E-3	3.907084E-3	2.161920E-3	2.357247E-1
5/16/2014  15:27:19.624075	-2.556741E-3	-4.235581E-1	-4.451334E-3	4.576087E-3	1.772583E-3	2.570382E-1
5/16/2014  15:27:19.624175	-2.523839E-3	-4.063615E-1	-3.534198E-3	4.471898E-3	6.964207E-4	2.586860E-1
5/16/2014  15:27:19.624275	-2.506018E-3	-3.705959E-1	-2.829552E-3	3.728867E-3	-1.091242E-3	2.448632E-1
5/16/2014  15:27:19.624375	-2.467632E-3	-3.151084E-1	-2.257884E-3	2.686977E-3	-3.246307E-3	2.187117E-1
5/16/2014  15:27:19.624475	-2.470374E-3	-2.431906E-1	-1.702666E-3	1.953542E-3	-5.406857E-3	1.802194E-1
5/16/2014  15:27:19.624575	-2.467632E-3	-1.606360E-1	-1.165271E-3	1.553237E-3	-7.315159E-3	1.322294E-1
5/16/2014  15:27:19.624675	-2.452552E-3	-7.070452E-2	-5.250573E-4	1.394212E-3	-8.598328E-3	7.864618E-2
5/16/2014  15:27:19.624775	-2.437472E-3	2.313817E-2	2.837777E-4	1.517594E-3	-8.750498E-3	2.026063E-2
5/16/2014  15:27:19.624875	-2.469003E-3	1.101702E-1	1.102209E-3	1.661539E-3	-7.483780E-3	-4.283124E-2
5/16/2014  15:27:19.624975	-2.464890E-3	1.878403E-1	1.657426E-3	1.333892E-3	-5.032599E-3	-1.067607E-1
5/16/2014  15:27:19.625075	-2.464890E-3	2.556974E-1	1.831532E-3	5.442500E-4	-1.879513E-3	-1.633943E-1
5/16/2014  15:27:19.625175	-2.475858E-3	3.054202E-1	1.536787E-3	-2.344251E-4	1.650572E-3	-2.068904E-1
5/16/2014  15:27:19.625275	-2.493680E-3	3.358256E-1	6.868243E-4	-9.226203E-4	4.927039E-3	-2.338699E-1
5/16/2014  15:27:19.625375	-2.534807E-3	3.487642E-1	-4.126430E-4	-1.383245E-3	7.136941E-3	-2.375713E-1
5/16/2014  15:27:19.625475	-2.578676E-3	3.407595E-1	-1.612186E-3	-1.176238E-3	7.859409E-3	-2.139533E-1
5/16/2014  15:27:19.625575	-2.611578E-3	3.101855E-1	-2.625287E-3	-1.535416E-4	7.130086E-3	-1.668503E-1
5/16/2014  15:27:19.625675	-2.621174E-3	2.616732E-1	-3.266871E-3	1.110435E-3	5.213559E-3	-1.014485E-1
5/16/2014  15:27:19.625775	-2.655447E-3	2.006199E-1	-3.387511E-3	2.418280E-3	2.506018E-3	-2.371943E-2
5/16/2014  15:27:19.625875	-2.651334E-3	1.278508E-1	-3.099620E-3	3.857732E-3	-4.510283E-4	5.577809E-2
5/16/2014  15:27:19.625975	-2.681494E-3	4.936498E-2	-2.527952E-3	4.987359E-3	-2.769232E-3	1.263414E-1
5/16/2014  15:27:19.626075	-2.703428E-3	-2.966779E-2	-1.723230E-3	5.184770E-3	-3.764510E-3	1.810200E-1
5/16/2014  15:27:19.626175	-2.691090E-3	-1.044000E-1	-9.157658E-4	4.640520E-3	-3.456056E-3	2.154312E-1
5/16/2014  15:27:19.626275	-2.706170E-3	-1.712564E-1	-2.097487E-4	3.856361E-3	-2.177000E-3	2.279818E-1
5/16/2014  15:27:19.626375	-2.692461E-3	-2.284973E-1	4.880428E-4	2.600610E-3	-3.920794E-4	2.200991E-1
5/16/2014  15:27:19.626475	-2.714396E-3	-2.707815E-1	1.194060E-3	7.827878E-4	1.505256E-3	1.960068E-1
5/16/2014  15:27:19.626575	-2.717137E-3	-2.953495E-1	1.900077E-3	-9.253621E-4	2.787054E-3	1.608554E-1
5/16/2014  15:27:19.626675	-2.695203E-3	-3.032446E-1	2.603352E-3	-2.064586E-3	2.830923E-3	1.179912E-1
5/16/2014  15:27:19.626775	-2.670527E-3	-2.915809E-1	3.483474E-3	-2.878904E-3	1.531303E-3	7.104862E-2
5/16/2014  15:27:19.626875	-2.660930E-3	-2.623573E-1	4.253924E-3	-3.216147E-3	-5.511045E-4	2.348775E-2
5/16/2014  15:27:19.626975	-2.634883E-3	-2.157067E-1	4.825592E-3	-2.721250E-3	-2.924144E-3	-2.497518E-2
5/16/2014  15:27:19.627075	-2.588272E-3	-1.568811E-1	5.077839E-3	-1.741052E-3	-5.051792E-3	-7.431686E-2
5/16/2014  15:27:19.627175	-2.581418E-3	-8.911854E-2	4.822850E-3	-8.609295E-4	-6.391168E-3	-1.193402E-1
5/16/2014  15:27:19.627275	-2.553999E-3	-1.314151E-2	4.018128E-3	1.069307E-4	-6.418586E-3	-1.561819E-1
5/16/2014  15:27:19.627375	-2.527952E-3	6.479043E-2	3.059864E-3	1.087129E-3	-5.120337E-3	-1.831806E-1
5/16/2014  15:27:19.627475	-2.493680E-3	1.386398E-1	2.209902E-3	1.651943E-3	-2.829552E-3	-1.947332E-1
5/16/2014  15:27:19.627575	-2.453923E-3	2.056251E-1	1.524448E-3	1.867175E-3	-1.576543E-4	-1.858333E-1
5/16/2014  15:27:19.627675	-2.449811E-3	2.625245E-1	1.114547E-3	2.201676E-3	2.355218E-3	-1.578078E-1
5/16/2014  15:27:19.627775	-2.418280E-3	3.051474E-1	1.135111E-3	2.482712E-3	4.360855E-3	-1.151438E-1
5/16/2014  15:27:19.627875	-2.403200E-3	3.335485E-1	1.388729E-3	2.485454E-3	5.335569E-3	-6.256956E-2
5/16/2014  15:27:19.627975	-2.389491E-3	3.459182E-1	1.353085E-3	2.586901E-3	5.047679E-3	-6.536484E-3
5/16/2014  15:27:19.628075	-2.389491E-3	3.414943E-1	8.540750E-4	2.581418E-3	3.845394E-3	4.203749E-2
5/16/2014  15:27:19.628175	-2.377152E-3	3.219945E-1	2.741814E-5	2.048135E-3	2.388120E-3	7.326674E-2
5/16/2014  15:27:19.628275	-2.368927E-3	2.871625E-1	-9.431839E-4	1.122773E-3	8.924603E-4	8.603537E-2
5/16/2014  15:27:19.628375	-2.364814E-3	2.392726E-1	-1.893222E-3	4.030466E-4	-5.319118E-4	8.191168E-2
5/16/2014  15:27:19.628475	-2.356589E-3	1.830942E-1	-2.371669E-3	-2.563596E-4	-1.465499E-3	6.015950E-2
5/16/2014  15:27:19.628575	-2.377152E-3	1.184052E-1	-1.920640E-3	-7.704496E-4	-1.661539E-3	2.605408E-2
5/16/2014  15:27:19.628675	-2.414167E-3	4.895234E-2	-4.126430E-4	-6.333590E-4	-1.398325E-3	-8.448899E-3
5/16/2014  15:27:19.628775	-2.412796E-3	-2.104890E-2	1.812339E-3	1.343489E-4	-1.128256E-3	-3.660733E-2
5/16/2014  15:27:19.628875	-2.431989E-3	-8.944345E-2	4.271746E-3	1.183093E-3	-1.074791E-3	-5.668974E-2
5/16/2014  15:27:19.628975	-2.466261E-3	-1.524613E-1	6.605029E-3	2.337396E-3	-1.176238E-3	-6.451350E-2
5/16/2014  15:27:19.629075	-2.488196E-3	-2.071440E-1	8.300841E-3	3.554761E-3	-1.347601E-3	-5.834305E-2
5/16/2014  15:27:19.629175	-2.496421E-3	-2.512859E-1	8.742273E-3	4.349887E-3	-1.795888E-3	-4.357290E-2
