Test Article: Sun Power Cryotel (MT)
Test Article Interface: Bolted to circular frame on 3- springs, laboratory bench
Accelerometer: Ch.0-2: B+K  4524 | S/N: 30731
Accel. interface:  Supplied clip/instant glue
Accel. location: Interface flange
Axis convention: X: radial | Y: theta | Z: vertical
Test location: NSI-Herzberg Electronics Laboratory
Test conditions: Not Operating- active cancellation OFF
Test Engineer: HT, THwaveform	a0	a1	a2	a3
t0	4/9/2015  13:16:54.955160	4/9/2015  13:16:54.955160	4/9/2015  13:16:54.955160	4/9/2015  13:16:54.955160
delta t	0.005000	0.005000	0.005000	0.005000

time	a0	a1	a2	a3
4/9/2015  13:16:54.955160	4.618585E-4	3.320336E-4	1.115918E-4	5.423320E-5
4/9/2015  13:16:54.960160	4.580200E-4	3.279209E-4	8.677840E-5	3.273067E-5
4/9/2015  13:16:54.965160	4.547298E-4	3.220260E-4	4.907846E-5	-3.034632E-6
4/9/2015  13:16:54.970160	4.529476E-4	3.214777E-4	-4.277229E-5	-9.424699E-5
4/9/2015  13:16:54.975160	4.471898E-4	3.240824E-4	3.303885E-5	-1.638701E-5
4/9/2015  13:16:54.980160	4.519880E-4	3.310740E-4	3.331304E-5	-1.521651E-5
4/9/2015  13:16:54.985160	4.533589E-4	3.336787E-4	6.895661E-5	2.150253E-5
4/9/2015  13:16:54.990160	4.480124E-4	3.421783E-4	1.842499E-4	1.367318E-4
4/9/2015  13:16:54.995160	4.506171E-4	3.497183E-4	9.856820E-5	5.089511E-5
4/9/2015  13:16:55.000160	4.496574E-4	3.528714E-4	1.605332E-4	1.115877E-4
4/9/2015  13:16:55.005160	4.473269E-4	3.547907E-4	1.520336E-4	1.013567E-4
4/9/2015  13:16:55.010160	4.496574E-4	3.612339E-4	1.318812E-4	8.063450E-5
4/9/2015  13:16:55.015160	4.470527E-4	3.686368E-4	1.516223E-4	9.988273E-5
4/9/2015  13:16:55.020160	4.584312E-4	3.678143E-4	1.636863E-4	1.113710E-4
4/9/2015  13:16:55.025160	4.615843E-4	3.706932E-4	6.402135E-5	1.148825E-5
4/9/2015  13:16:55.030160	4.715919E-4	3.700078E-4	-1.151562E-5	-6.498447E-5
4/9/2015  13:16:55.035160	4.729629E-4	3.700078E-4	4.386902E-6	-4.963790E-5
4/9/2015  13:16:55.040160	4.802287E-4	3.701448E-4	2.207160E-5	-3.264397E-5
4/9/2015  13:16:55.045160	4.765272E-4	3.621936E-4	1.473725E-4	9.121236E-5
4/9/2015  13:16:55.050160	4.735112E-4	3.531456E-4	8.595586E-5	2.848219E-5
4/9/2015  13:16:55.055160	4.669309E-4	3.436863E-4	3.769994E-5	-2.132913E-5
4/9/2015  13:16:55.060160	4.576087E-4	3.301144E-4	4.907846E-5	-1.001428E-5
4/9/2015  13:16:55.065160	4.533589E-4	3.181875E-4	7.745624E-5	1.473964E-5
4/9/2015  13:16:55.070160	4.489720E-4	3.099620E-4	9.952784E-5	3.463815E-5
4/9/2015  13:16:55.075160	4.485607E-4	3.055751E-4	4.702210E-5	-1.695059E-5
4/9/2015  13:16:55.080160	4.447222E-4	3.026962E-4	7.128716E-6	-5.579387E-5
4/9/2015  13:16:55.085160	4.432142E-4	3.055751E-4	-2.193451E-5	-8.470957E-5
4/9/2015  13:16:55.090160	4.469156E-4	3.157198E-4	6.991625E-6	-5.648750E-5
4/9/2015  13:16:55.095160	4.523993E-4	3.284693E-4	-1.055598E-5	-7.391496E-5
4/9/2015  13:16:55.100160	4.540443E-4	3.414929E-4	-8.156896E-5	-1.454456E-4
4/9/2015  13:16:55.105160	4.608989E-4	3.493071E-4	-3.605485E-5	-1.010532E-4
4/9/2015  13:16:55.110160	4.663825E-4	3.569841E-4	9.363294E-5	3.064978E-5
4/9/2015  13:16:55.115160	4.689872E-4	3.591776E-4	1.059711E-4	4.291836E-5
4/9/2015  13:16:55.120160	4.746079E-4	3.568470E-4	1.174867E-4	5.527365E-5
4/9/2015  13:16:55.125160	4.835188E-4	3.473878E-4	1.801372E-4	1.186107E-4
4/9/2015  13:16:55.130160	4.809141E-4	3.410816E-4	1.420259E-4	8.098131E-5
4/9/2015  13:16:55.135160	4.791319E-4	3.310740E-4	5.497336E-5	-5.245578E-6
4/9/2015  13:16:55.140160	4.826963E-4	3.229856E-4	1.603961E-5	-4.348194E-5
4/9/2015  13:16:55.145160	4.795432E-4	3.188729E-4	8.088350E-6	-4.989801E-5
4/9/2015  13:16:55.150160	4.710436E-4	3.251791E-4	5.483627E-7	-5.761465E-5
4/9/2015  13:16:55.155160	4.661083E-4	3.264129E-4	-4.935265E-5	-1.068624E-4
4/9/2015  13:16:55.160160	4.574716E-4	3.314853E-4	3.153086E-5	-2.666141E-5
4/9/2015  13:16:55.165160	4.532218E-4	3.327191E-4	3.153086E-5	-2.549091E-5
4/9/2015  13:16:55.170160	4.503429E-4	3.258646E-4	-8.047223E-5	-1.369919E-4
4/9/2015  13:16:55.175160	4.529476E-4	3.148973E-4	-1.562834E-5	-6.988323E-5
4/9/2015  13:16:55.180160	4.591167E-4	3.073573E-4	5.332828E-5	-2.297650E-6
