Test Article: Sun Power Cryotel (MT)
Test Article Interface: Bolted to circular frame on 3- springs, laboratory bench
Accelerometer: Ch.0-2: B+K  4524 | S/N: 30731
Accel. interface:  Supplied clip/instant glue
Accel. location: Interface flange
Axis convention: X: radial | Y: theta | Z: vertical
Test location: NSI-Herzberg Electronics Laboratory
Test conditions: Not Operating- active cancellation OFF
Test Engineer: HT, THwaveform	a0	a1	a2	a3
t0	4/9/2015  13:16:45.080673	4/9/2015  13:16:45.080673	4/9/2015  13:16:45.080673	4/9/2015  13:16:45.080673
delta t	0.005000	0.005000	0.005000	0.005000

time	a0	a1	a2	a3
4/9/2015  13:16:45.080673	3.876925E-4	1.831532E-4	-6.100535E-5	-1.021804E-4
4/9/2015  13:16:45.085673	3.892004E-4	1.861691E-4	-5.236864E-5	-9.285973E-5
4/9/2015  13:16:45.090673	3.935874E-4	1.772583E-4	-5.291700E-5	-9.225280E-5
4/9/2015  13:16:45.095673	3.970146E-4	1.747906E-4	-3.961921E-5	-7.807674E-5
4/9/2015  13:16:45.100673	3.955066E-4	1.667023E-4	-2.508759E-5	-6.286023E-5
4/9/2015  13:16:45.105673	3.894746E-4	1.562834E-4	-9.322166E-6	-4.629981E-5
4/9/2015  13:16:45.110673	3.837168E-4	1.484692E-4	7.553697E-5	3.897334E-5
4/9/2015  13:16:45.115673	3.841281E-4	1.418889E-4	6.785989E-5	3.238385E-5
4/9/2015  13:16:45.120673	3.842652E-4	1.343489E-4	5.853772E-5	2.358342E-5
4/9/2015  13:16:45.125673	3.787816E-4	1.279056E-4	3.509521E-5	4.335188E-8
4/9/2015  13:16:45.130673	3.815234E-4	1.226962E-4	6.744862E-5	3.377111E-5
4/9/2015  13:16:45.135673	3.745317E-4	1.250267E-4	-3.591776E-5	-7.096703E-5
4/9/2015  13:16:45.140673	3.774107E-4	1.273572E-4	4.236102E-5	6.069263E-6
4/9/2015  13:16:45.145673	3.811121E-4	1.357198E-4	5.113482E-5	1.283216E-5
4/9/2015  13:16:45.150673	3.785074E-4	1.453161E-4	4.880428E-5	9.017191E-6
4/9/2015  13:16:45.155673	3.848135E-4	1.572430E-4	6.717443E-6	-3.329424E-5
4/9/2015  13:16:45.160673	3.852248E-4	1.667023E-4	7.964969E-5	3.901669E-5
4/9/2015  13:16:45.165673	3.893375E-4	1.767099E-4	4.414320E-5	2.774520E-6
4/9/2015  13:16:45.170673	3.881037E-4	1.850724E-4	3.783703E-5	-4.725355E-6
4/9/2015  13:16:45.175673	3.849506E-4	1.793146E-4	8.266568E-5	4.014384E-5
4/9/2015  13:16:45.180673	3.797412E-4	1.783550E-4	9.993911E-5	5.618404E-5
