Test Article: Sun Power Cryotel (MT)
Test Article Interface: Bolted to circular frame on 3- springs, laboratory bench
Accelerometer: Ch.0-2: B+K  4524 | S/N: 30731
Accel. interface:  Supplied clip/instant glue
Accel. location: Interface flange
Axis convention: X: radial | Y: theta | Z: vertical
Test location: NSI-Herzberg Electronics Laboratory
Test conditions: Not Operating- active cancellation OFF
Test Engineer: HT, THwaveform	a0	a1	a2	a3
t0	4/9/2015  13:17:34.795608	4/9/2015  13:17:34.795608	4/9/2015  13:17:34.795608	4/9/2015  13:17:34.795608
delta t	0.005000	0.005000	0.005000	0.005000

time	a0	a1	a2	a3
4/9/2015  13:17:34.795608	1.287967E-3	1.053405E-3	1.401067E-4	7.638601E-5
4/9/2015  13:17:34.800608	1.269871E-3	1.052445E-3	7.334352E-5	9.277302E-6
4/9/2015  13:17:34.805608	1.259178E-3	1.047921E-3	1.594365E-4	9.507067E-5
4/9/2015  13:17:34.810608	1.248896E-3	1.043946E-3	8.938313E-5	2.492733E-5
4/9/2015  13:17:34.815608	1.244783E-3	1.041204E-3	6.909370E-5	4.898762E-6
4/9/2015  13:17:34.820608	1.238203E-3	1.044083E-3	7.320642E-5	1.014434E-5
4/9/2015  13:17:34.825608	1.242590E-3	1.045865E-3	1.087129E-4	4.569288E-5
4/9/2015  13:17:34.830608	1.257670E-3	1.048332E-3	1.302361E-4	6.771564E-5
4/9/2015  13:17:34.835608	1.265895E-3	1.059848E-3	1.148820E-4	5.310605E-5
4/9/2015  13:17:34.840608	1.280016E-3	1.069444E-3	1.287282E-4	6.849597E-5
4/9/2015  13:17:34.845608	1.295644E-3	1.075888E-3	2.522469E-5	-3.398787E-5
4/9/2015  13:17:34.850608	1.303047E-3	1.081783E-3	1.450419E-4	8.713728E-5
4/9/2015  13:17:34.855608	1.307845E-3	1.085484E-3	6.923079E-5	1.252869E-5
4/9/2015  13:17:34.860608	1.301950E-3	1.087129E-3	1.062453E-4	5.076505E-5
4/9/2015  13:17:34.865608	1.298386E-3	1.077259E-3	7.457733E-5	2.033203E-5
4/9/2015  13:17:34.870608	1.290846E-3	1.065058E-3	2.303123E-5	-3.060643E-5
4/9/2015  13:17:34.875608	1.273572E-3	1.054776E-3	5.634427E-5	3.945021E-6
4/9/2015  13:17:34.880608	1.259589E-3	1.044083E-3	1.296878E-4	7.560568E-5
4/9/2015  13:17:34.885608	1.250815E-3	1.037091E-3	6.511807E-5	1.096803E-5
4/9/2015  13:17:34.890608	1.234639E-3	1.036817E-3	7.019043E-5	1.690723E-5
4/9/2015  13:17:34.895608	1.220793E-3	1.039696E-3	9.486675E-5	4.036060E-5
4/9/2015  13:17:34.900608	1.214761E-3	1.037639E-3	1.989186E-4	1.444051E-4
4/9/2015  13:17:34.905608	1.205575E-3	1.036543E-3	1.791775E-4	1.249401E-4
4/9/2015  13:17:34.910608	1.207358E-3	1.040930E-3	2.111197E-5	-3.403123E-5
4/9/2015  13:17:34.915608	1.210099E-3	1.040518E-3	5.552173E-5	8.670376E-7
4/9/2015  13:17:34.920608	1.214898E-3	1.036680E-3	1.207769E-4	6.628503E-5
4/9/2015  13:17:34.925608	1.231623E-3	1.032293E-3	1.328409E-4	7.825014E-5
4/9/2015  13:17:34.930608	1.247114E-3	1.030099E-3	1.439452E-4	8.900141E-5
4/9/2015  13:17:34.935608	1.258630E-3	1.034075E-3	1.395583E-4	8.345237E-5
4/9/2015  13:17:34.940608	1.266992E-3	1.042163E-3	3.303885E-5	-2.401694E-5
4/9/2015  13:17:34.945608	1.276177E-3	1.049703E-3	3.838539E-5	-1.924823E-5
4/9/2015  13:17:34.950608	1.273298E-3	1.058340E-3	2.892613E-5	-2.926252E-5
4/9/2015  13:17:34.955608	1.266032E-3	1.067114E-3	6.100535E-5	2.904576E-6
4/9/2015  13:17:34.960608	1.256025E-3	1.075202E-3	5.456209E-5	-3.294743E-6
4/9/2015  13:17:34.965608	1.253420E-3	1.078492E-3	8.773804E-6	-4.950785E-5
4/9/2015  13:17:34.970608	1.233953E-3	1.077807E-3	6.237626E-5	2.037538E-6
4/9/2015  13:17:34.975608	1.229703E-3	1.065606E-3	9.034276E-5	2.947928E-5
4/9/2015  13:17:34.980608	1.220655E-3	1.057792E-3	2.933741E-5	-3.121335E-5
4/9/2015  13:17:34.985608	1.207906E-3	1.050115E-3	7.320642E-5	1.209517E-5
4/9/2015  13:17:34.990608	1.206946E-3	1.042300E-3	6.731153E-5	5.332281E-6
4/9/2015  13:17:34.995608	1.201463E-3	1.042163E-3	9.267330E-5	3.008621E-5
4/9/2015  13:17:35.000608	1.203245E-3	1.042438E-3	7.759333E-5	1.382925E-5
4/9/2015  13:17:35.005608	1.206398E-3	1.044083E-3	5.428791E-5	-1.083797E-5
4/9/2015  13:17:35.010608	1.219833E-3	1.047099E-3	-1.507998E-6	-6.728212E-5
4/9/2015  13:17:35.015608	1.224494E-3	1.048332E-3	-1.727343E-5	-8.423270E-5
4/9/2015  13:17:35.020608	1.234365E-3	1.047784E-3	-1.096725E-5	-7.968076E-5
4/9/2015  13:17:35.025608	1.250815E-3	1.046413E-3	-5.936027E-5	-1.294054E-4
4/9/2015  13:17:35.030608	1.256573E-3	1.042712E-3	3.139377E-5	-3.919010E-5
4/9/2015  13:17:35.035608	1.255202E-3	1.039833E-3	3.715158E-5	-3.377111E-5
4/9/2015  13:17:35.040608	1.255202E-3	1.039147E-3	8.170605E-5	9.667469E-6
4/9/2015  13:17:35.045608	1.251364E-3	1.040381E-3	8.554459E-5	1.339573E-5
4/9/2015  13:17:35.050608	1.241630E-3	1.044083E-3	6.306171E-6	-6.723877E-5
4/9/2015  13:17:35.055608	1.232719E-3	1.049429E-3	-2.330542E-6	-7.673283E-5
4/9/2015  13:17:35.060608	1.223260E-3	1.059026E-3	-6.607771E-5	-1.408936E-4
4/9/2015  13:17:35.065608	1.211333E-3	1.066977E-3	-1.919270E-6	-7.699294E-5
4/9/2015  13:17:35.070608	1.201600E-3	1.073146E-3	-2.892613E-5	-1.046948E-4
4/9/2015  13:17:35.075608	1.185012E-3	1.072049E-3	-3.221631E-5	-1.105906E-4
4/9/2015  13:17:35.080608	1.183367E-3	1.069582E-3	-6.909370E-5	-1.467028E-4
4/9/2015  13:17:35.085608	1.179254E-3	1.069170E-3	4.770756E-5	-2.926252E-5
4/9/2015  13:17:35.090608	1.179940E-3	1.063824E-3	9.267330E-5	1.573673E-5
4/9/2015  13:17:35.095608	1.182407E-3	1.055735E-3	5.140901E-5	-2.557761E-5
4/9/2015  13:17:35.100608	1.189399E-3	1.049018E-3	1.672506E-5	-5.995565E-5
