Test Article: Sun Power Cryotel (MT)
Test Article Interface: Bolted to circular frame on 3- springs, laboratory bench
Accelerometer: Ch.0-2: B+K  4524 | S/N: 30731
Accel. interface:  Supplied clip/instant glue
Accel. location: Interface flange
Axis convention: X: radial | Y: theta | Z: vertical
Test location: NSI-Herzberg Electronics Laboratory
Test conditions: Not Operating- active cancellation OFF
Test Engineer: HT, THwaveform	a0	a1	a2	a3
t0	4/9/2015  13:17:04.917011	4/9/2015  13:17:04.917011	4/9/2015  13:17:04.917011	4/9/2015  13:17:04.917011
delta t	0.005000	0.005000	0.005000	0.005000

time	a0	a1	a2	a3
4/9/2015  13:17:04.917011	3.582180E-4	3.737092E-4	6.470680E-5	1.079462E-5
4/9/2015  13:17:04.922011	3.620565E-4	3.748059E-4	9.157658E-5	3.697915E-5
4/9/2015  13:17:04.927011	3.643870E-4	3.667176E-4	1.682103E-4	1.122814E-4
4/9/2015  13:17:04.932011	3.639758E-4	3.684998E-4	1.151562E-4	5.765800E-5
4/9/2015  13:17:04.937011	3.627419E-4	3.653467E-4	1.055598E-4	4.807724E-5
4/9/2015  13:17:04.942011	3.591776E-4	3.669918E-4	1.277685E-4	6.845262E-5
4/9/2015  13:17:04.947011	3.608227E-4	3.691852E-4	4.537702E-5	-1.560668E-5
4/9/2015  13:17:04.952011	3.509521E-4	3.713787E-4	3.687739E-5	-2.575102E-5
4/9/2015  13:17:04.957011	3.465652E-4	3.690481E-4	4.428029E-5	-1.972511E-5
4/9/2015  13:17:04.962011	3.453314E-4	3.631532E-4	7.814169E-6	-5.666091E-5
4/9/2015  13:17:04.967011	3.427267E-4	3.612339E-4	6.347299E-5	-1.213853E-6
4/9/2015  13:17:04.972011	3.432751E-4	3.549278E-4	5.264282E-5	-1.257205E-5
4/9/2015  13:17:04.977011	3.413558E-4	3.534198E-4	9.719729E-5	3.164687E-5
4/9/2015  13:17:04.982011	3.423154E-4	3.547907E-4	9.102821E-5	2.553426E-5
4/9/2015  13:17:04.987011	3.405333E-4	3.637016E-4	1.364052E-4	7.023005E-5
4/9/2015  13:17:04.992011	3.447831E-4	3.731608E-4	9.952784E-5	3.273067E-5
4/9/2015  13:17:04.997011	3.476620E-4	3.859103E-4	8.170605E-5	1.499975E-5
4/9/2015  13:17:05.002011	3.541052E-4	3.912568E-4	8.650422E-5	1.803438E-5
4/9/2015  13:17:05.007011	3.671288E-4	3.927648E-4	1.254380E-4	5.622739E-5
4/9/2015  13:17:05.012011	3.757656E-4	3.927648E-4	8.814931E-5	1.916153E-5
4/9/2015  13:17:05.017011	3.833055E-4	3.857732E-4	1.412034E-5	-5.575052E-5
4/9/2015  13:17:05.022011	3.937244E-4	3.767252E-4	-2.097487E-5	-9.129906E-5
4/9/2015  13:17:05.027011	3.935874E-4	3.690481E-4	2.015233E-5	-5.037489E-5
4/9/2015  13:17:05.032011	3.923535E-4	3.578067E-4	1.754761E-5	-5.353957E-5
4/9/2015  13:17:05.037011	3.907084E-4	3.515005E-4	3.989339E-5	-3.169022E-5
4/9/2015  13:17:05.042011	3.813863E-4	3.534198E-4	7.156134E-5	5.635744E-7
4/9/2015  13:17:05.047011	3.694594E-4	3.635645E-4	-4.496574E-5	-1.165732E-4
4/9/2015  13:17:05.052011	3.587663E-4	3.668547E-4	-7.663369E-5	-1.483068E-4
4/9/2015  13:17:05.057011	3.484845E-4	3.719270E-4	-2.179742E-5	-9.437704E-5
4/9/2015  13:17:05.062011	3.412187E-4	3.782332E-4	-9.185076E-6	-8.111137E-5
4/9/2015  13:17:05.067011	3.340900E-4	3.826201E-4	-4.222393E-5	-1.137987E-4
4/9/2015  13:17:05.072011	3.351867E-4	3.746688E-4	-1.645088E-5	-8.791761E-5
4/9/2015  13:17:05.077011	3.399849E-4	3.634274E-4	1.046002E-4	3.294743E-5
4/9/2015  13:17:05.082011	3.457427E-4	3.602743E-4	9.692311E-5	2.497068E-5
4/9/2015  13:17:05.087011	3.558874E-4	3.554761E-4	8.952022E-5	1.712399E-5
4/9/2015  13:17:05.092011	3.606856E-4	3.584921E-4	2.618432E-5	-4.660327E-5
4/9/2015  13:17:05.097011	3.698707E-4	3.690481E-4	-2.097487E-5	-9.394352E-5
4/9/2015  13:17:05.102011	3.827572E-4	3.834426E-4	-2.947450E-5	-1.012700E-4
4/9/2015  13:17:05.107011	4.053771E-4	3.955066E-4	-4.112720E-7	-7.118379E-5
4/9/2015  13:17:05.112011	4.131913E-4	4.042804E-4	-3.619194E-5	-1.071658E-4
4/9/2015  13:17:05.117011	4.160702E-4	4.137397E-4	-9.294748E-5	-1.638701E-4
4/9/2015  13:17:05.122011	4.153848E-4	4.151106E-4	1.823306E-5	-5.462337E-5
4/9/2015  13:17:05.127011	4.101753E-4	4.131913E-4	5.127192E-5	-2.089561E-5
4/9/2015  13:17:05.132011	4.000306E-4	4.029095E-4	6.278753E-5	-8.540320E-6
4/9/2015  13:17:05.137011	3.841281E-4	3.894746E-4	4.071593E-5	-2.930587E-5
4/9/2015  13:17:05.142011	3.683627E-4	3.716528E-4	1.018584E-4	3.286073E-5
4/9/2015  13:17:05.147011	3.554761E-4	3.627419E-4	1.357198E-4	6.650178E-5
4/9/2015  13:17:05.152011	3.360093E-4	3.516376E-4	1.741052E-4	1.049549E-4
4/9/2015  13:17:05.157011	3.229856E-4	3.479362E-4	1.993299E-4	1.288418E-4
4/9/2015  13:17:05.162011	3.257275E-4	3.495812E-4	1.917899E-4	1.216020E-4
4/9/2015  13:17:05.167011	3.349125E-4	3.557503E-4	1.849353E-4	1.141021E-4
4/9/2015  13:17:05.172011	3.413558E-4	3.609598E-4	5.497336E-5	-1.578008E-5
4/9/2015  13:17:05.177011	3.490329E-4	3.743947E-4	2.577305E-5	-4.534607E-5
4/9/2015  13:17:05.182011	3.664434E-4	3.837168E-4	9.390712E-5	2.158924E-5
4/9/2015  13:17:05.187011	3.778219E-4	3.854990E-4	1.480579E-4	7.499875E-5
4/9/2015  13:17:05.192011	3.890634E-4	3.922164E-4	1.410663E-4	6.793240E-5
4/9/2015  13:17:05.197011	4.026353E-4	3.926277E-4	1.931608E-4	1.187408E-4
4/9/2015  13:17:05.202011	4.024982E-4	3.907084E-4	1.211882E-4	4.534607E-5
4/9/2015  13:17:05.207011	3.992081E-4	3.865957E-4	1.072049E-4	3.021626E-5
4/9/2015  13:17:05.212011	4.046917E-4	3.759027E-4	3.715158E-5	-4.157445E-5
4/9/2015  13:17:05.217011	3.955066E-4	3.771365E-4	9.157658E-5	1.218188E-5
4/9/2015  13:17:05.222011	3.820717E-4	3.702819E-4	1.047373E-4	2.540420E-5
4/9/2015  13:17:05.227011	3.679514E-4	3.686368E-4	1.277685E-4	4.760036E-5
4/9/2015  13:17:05.232011	3.612339E-4	3.752172E-4	1.539528E-4	7.313462E-5
4/9/2015  13:17:05.237011	3.541052E-4	3.848135E-4	-7.814169E-6	-9.012856E-5
