Test Article: Sun Power Cryotel (MT)
Test Article Interface: Bolted to circular frame on 3- springs, laboratory bench
Accelerometer: Ch.0-2: B+K  4524 | S/N: 30731
Accel. interface:  Supplied clip/instant glue
Accel. location: Interface flange
Axis convention: X: radial | Y: theta | Z: vertical
Test location: NSI-Herzberg Electronics Laboratory
Test conditions: Not Operating- active cancellation OFF
Test Engineer: HT, THwaveform	a0	a1	a2	a3
t0	4/9/2015  13:16:35.224192	4/9/2015  13:16:35.224192	4/9/2015  13:16:35.224192	4/9/2015  13:16:35.224192
delta t	0.005000	0.005000	0.005000	0.005000

time	a0	a1	a2	a3
4/9/2015  13:16:35.224192	1.396954E-4	-6.278753E-4	1.443565E-4	9.038867E-5
4/9/2015  13:16:35.229192	1.328409E-4	-6.218433E-4	7.032752E-5	1.578008E-5
4/9/2015  13:16:35.234192	1.224220E-4	-6.151259E-4	2.741814E-5	-2.752844E-5
4/9/2015  13:16:35.239192	1.115918E-4	-6.129324E-4	-3.084540E-5	-8.692052E-5
4/9/2015  13:16:35.244192	8.732677E-5	-6.038845E-4	-1.220107E-5	-6.819251E-5
4/9/2015  13:16:35.249192	7.882714E-5	-5.993605E-4	-5.634427E-5	-1.146657E-4
4/9/2015  13:16:35.254192	7.937551E-5	-5.966187E-4	7.677078E-6	-4.955120E-5
4/9/2015  13:16:35.259192	7.869005E-5	-5.936027E-4	4.414320E-5	-1.140154E-5
4/9/2015  13:16:35.264192	8.787513E-5	-5.945623E-4	1.320183E-4	7.768657E-5
4/9/2015  13:16:35.269192	9.788275E-5	-5.974412E-4	5.099773E-5	-4.378540E-6
4/9/2015  13:16:35.274192	1.092613E-4	-5.985379E-4	1.354456E-4	7.929059E-5
4/9/2015  13:16:35.279192	1.262605E-4	-6.018281E-4	8.403659E-5	2.700822E-5
4/9/2015  13:16:35.284192	1.354456E-4	-5.978525E-4	1.063824E-4	4.903098E-5
4/9/2015  13:16:35.289192	1.451790E-4	-5.986750E-4	2.030313E-4	1.451854E-4
4/9/2015  13:16:35.294192	1.549125E-4	-6.037474E-4	1.701295E-4	1.093334E-4
4/9/2015  13:16:35.299192	1.662910E-4	-6.070375E-4	1.878142E-4	1.255470E-4
4/9/2015  13:16:35.304192	1.658797E-4	-6.189644E-4	1.679361E-4	1.068190E-4
4/9/2015  13:16:35.309192	1.688957E-4	-6.245852E-4	2.434731E-4	1.826848E-4
4/9/2015  13:16:35.314192	1.613557E-4	-6.306171E-4	2.900839E-4	2.293314E-4
4/9/2015  13:16:35.319192	1.491547E-4	-6.325364E-4	2.340138E-4	1.732775E-4
4/9/2015  13:16:35.324192	1.288652E-4	-6.336331E-4	2.359331E-4	1.749682E-4
4/9/2015  13:16:35.329192	1.161158E-4	-6.330848E-4	1.930237E-4	1.313995E-4
4/9/2015  13:16:35.334192	1.061082E-4	-6.281495E-4	1.845241E-4	1.208650E-4
4/9/2015  13:16:35.339192	9.870529E-5	-6.212950E-4	1.254380E-4	6.082269E-5
4/9/2015  13:16:35.344192	9.363294E-5	-6.152630E-4	1.324296E-4	6.784569E-5
4/9/2015  13:16:35.349192	8.883476E-5	-6.118357E-4	1.431227E-4	7.777327E-5
4/9/2015  13:16:35.354192	9.486675E-5	-6.056666E-4	2.123535E-4	1.472663E-4
4/9/2015  13:16:35.359192	1.059711E-4	-6.038845E-4	2.119422E-4	1.448820E-4
4/9/2015  13:16:35.364192	1.173496E-4	-6.077230E-4	1.765728E-4	1.075994E-4
4/9/2015  13:16:35.369192	1.373649E-4	-6.078601E-4	1.838386E-4	1.143189E-4
4/9/2015  13:16:35.374192	1.529932E-4	-6.040215E-4	1.220107E-4	5.180550E-5
4/9/2015  13:16:35.379192	1.625896E-4	-5.997717E-4	5.840063E-5	-1.317897E-5
4/9/2015  13:16:35.384192	1.694441E-4	-5.974412E-4	4.290938E-5	-2.778856E-5
4/9/2015  13:16:35.389192	1.723230E-4	-5.957961E-4	1.155674E-4	4.443568E-5
4/9/2015  13:16:35.394192	1.695812E-4	-5.959332E-4	1.120031E-4	3.975367E-5
4/9/2015  13:16:35.399192	1.606703E-4	-5.992234E-4	1.198173E-4	4.842405E-5
4/9/2015  13:16:35.404192	1.486063E-4	-6.022394E-4	1.524448E-4	7.924724E-5
4/9/2015  13:16:35.409192	1.376390E-4	-6.052554E-4	1.539528E-4	7.976746E-5
4/9/2015  13:16:35.414192	1.280427E-4	-6.129324E-4	1.731455E-4	9.936251E-5
4/9/2015  13:16:35.419192	1.130998E-4	-6.207466E-4	1.857579E-4	1.120213E-4
4/9/2015  13:16:35.424192	1.019955E-4	-6.243110E-4	1.823306E-4	1.087265E-4
4/9/2015  13:16:35.429192	8.568168E-5	-6.255448E-4	2.063215E-4	1.328735E-4
4/9/2015  13:16:35.434192	8.485913E-5	-6.274641E-4	1.390100E-4	6.463765E-5
4/9/2015  13:16:35.439192	8.595586E-5	-6.195128E-4	2.019346E-4	1.269777E-4
4/9/2015  13:16:35.444192	8.965731E-5	-6.122470E-4	2.288043E-4	1.531622E-4
4/9/2015  13:16:35.449192	9.061694E-5	-6.078601E-4	2.146840E-4	1.387260E-4
4/9/2015  13:16:35.454192	1.077533E-4	-6.066263E-4	2.506018E-4	1.744480E-4
4/9/2015  13:16:35.459192	1.284540E-4	-6.069005E-4	1.997411E-4	1.244199E-4
4/9/2015  13:16:35.464192	1.435339E-4	-6.069005E-4	1.716375E-4	9.628453E-5
4/9/2015  13:16:35.469192	1.560092E-4	-6.071746E-4	1.524448E-4	7.742646E-5
4/9/2015  13:16:35.474192	1.606703E-4	-6.096423E-4	8.691549E-5	1.209517E-5
4/9/2015  13:16:35.479192	1.576543E-4	-6.025136E-4	1.061082E-4	3.186363E-5
4/9/2015  13:16:35.484192	1.527190E-4	-5.953848E-4	1.741052E-4	9.866888E-5
4/9/2015  13:16:35.489192	1.403809E-4	-5.835950E-4	1.030922E-4	2.757180E-5
4/9/2015  13:16:35.494192	1.314700E-4	-5.834579E-4	2.133131E-4	1.388127E-4
4/9/2015  13:16:35.499192	1.151562E-4	-5.781114E-4	7.265806E-5	-1.777427E-6
