Test Article: Sun Power Cryotel (MT)
Test Article Interface: Bolted to circular frame on 3- springs, laboratory bench
Accelerometer: Ch.0-2: B+K  4524 | S/N: 30731
Accel. interface:  Supplied clip/instant glue
Accel. location: Interface flange
Axis convention: X: radial | Y: theta | Z: vertical
Test location: NSI-Herzberg Electronics Laboratory
Test conditions: Not Operating- active cancellation OFF
Test Engineer: HT, THwaveform	a0	a1	a2	a3
t0	4/9/2015  13:17:14.875881	4/9/2015  13:17:14.875881	4/9/2015  13:17:14.875881	4/9/2015  13:17:14.875881
delta t	0.005000	0.005000	0.005000	0.005000

time	a0	a1	a2	a3
4/9/2015  13:17:14.875881	4.659712E-4	4.484236E-4	8.595586E-5	4.196462E-5
4/9/2015  13:17:14.880881	4.492462E-4	4.485607E-4	7.841587E-5	3.424799E-5
4/9/2015  13:17:14.885881	4.371822E-4	4.515767E-4	4.688501E-5	3.164687E-6
4/9/2015  13:17:14.890881	4.310131E-4	4.543185E-4	8.801222E-5	4.443568E-5
4/9/2015  13:17:14.895881	4.240215E-4	4.625440E-4	1.254380E-4	8.167494E-5
4/9/2015  13:17:14.900881	4.237473E-4	4.711807E-4	7.718205E-5	3.364106E-5
4/9/2015  13:17:14.905881	4.226506E-4	4.681647E-4	5.785227E-5	1.421942E-5
4/9/2015  13:17:14.910881	4.310131E-4	4.689872E-4	8.609295E-5	4.261490E-5
4/9/2015  13:17:14.915881	4.408836E-4	4.666567E-4	6.210208E-5	1.968175E-5
4/9/2015  13:17:14.920881	4.539073E-4	4.666567E-4	2.508759E-5	-1.846790E-5
4/9/2015  13:17:14.925881	4.693985E-4	4.662454E-4	8.060932E-5	3.719591E-5
4/9/2015  13:17:14.930881	4.735112E-4	4.718661E-4	6.265044E-5	2.241292E-5
4/9/2015  13:17:14.935881	4.688501E-4	4.800916E-4	-5.469918E-5	-9.459380E-5
4/9/2015  13:17:14.940881	4.828334E-4	4.876316E-4	-2.412796E-5	-6.372726E-5
4/9/2015  13:17:14.945881	4.818738E-4	4.942119E-4	-1.110435E-5	-5.111187E-5
4/9/2015  13:17:14.950881	4.676163E-4	4.972279E-4	1.699924E-5	-2.367013E-5
4/9/2015  13:17:14.955881	4.635036E-4	5.032599E-4	5.072355E-5	1.005764E-5
4/9/2015  13:17:14.960881	4.551411E-4	5.016148E-4	4.853010E-5	8.236857E-6
4/9/2015  13:17:14.965881	4.384160E-4	4.879057E-4	2.673268E-5	-1.322232E-5
4/9/2015  13:17:14.970881	4.211426E-4	4.730999E-4	1.701295E-4	1.307059E-4
4/9/2015  13:17:14.975881	4.114091E-4	4.558265E-4	1.872659E-4	1.477866E-4
4/9/2015  13:17:14.980881	4.068851E-4	4.388273E-4	2.115309E-4	1.713700E-4
4/9/2015  13:17:14.985881	3.889263E-4	4.284084E-4	2.115309E-4	1.712399E-4
4/9/2015  13:17:14.990881	3.797412E-4	4.300535E-4	1.501143E-4	1.100271E-4
4/9/2015  13:17:14.995881	3.839910E-4	4.292309E-4	6.964207E-5	2.921917E-5
4/9/2015  13:17:15.000881	3.908455E-4	4.323840E-4	9.486675E-5	5.405979E-5
4/9/2015  13:17:15.005881	4.066110E-4	4.378676E-4	7.910132E-5	3.749938E-5
4/9/2015  13:17:15.010881	4.160702E-4	4.491091E-4	1.798630E-4	1.368619E-4
4/9/2015  13:17:15.015881	4.347146E-4	4.685760E-4	1.102209E-4	6.689195E-5
4/9/2015  13:17:15.020881	4.430771E-4	4.776239E-4	5.223155E-5	6.936301E-6
4/9/2015  13:17:15.025881	4.544556E-4	4.862607E-4	1.124144E-4	6.593821E-5
4/9/2015  13:17:15.030881	4.662454E-4	4.888654E-4	1.200914E-4	7.322133E-5
4/9/2015  13:17:15.035881	4.608989E-4	4.924297E-4	1.025438E-4	5.497018E-5
4/9/2015  13:17:15.040881	4.496574E-4	4.885912E-4	-1.521707E-5	-6.320704E-5
4/9/2015  13:17:15.045881	4.445851E-4	4.783094E-4	4.386902E-6	-4.629981E-5
4/9/2015  13:17:15.050881	4.321098E-4	4.740596E-4	6.813407E-5	1.595349E-5
4/9/2015  13:17:15.055881	4.197717E-4	4.714549E-4	4.400611E-5	-1.075127E-5
4/9/2015  13:17:15.060881	4.140139E-4	4.718661E-4	5.442500E-5	-3.251391E-6
4/9/2015  13:17:15.065881	4.000306E-4	4.728258E-4	5.894899E-6	-5.388639E-5
